ID,appid,ID_Tags,weights
1,10,14,0.3333333333333333
2,10,113,0.3333333333333333
3,10,183,0.3333333333333333
4,20,14,0.3333333333333333
5,20,113,0.3333333333333333
6,20,183,0.3333333333333333
7,30,113,0.3333333333333333
8,30,183,0.3333333333333333
9,30,337,0.3333333333333333
10,40,14,0.3333333333333333
11,40,113,0.3333333333333333
12,40,183,0.3333333333333333
13,50,14,0.3333333333333333
14,50,113,0.3333333333333333
15,50,251,0.3333333333333333
16,60,14,0.3333333333333333
17,60,113,0.3333333333333333
18,60,183,0.3333333333333333
19,70,14,0.3333333333333333
20,70,59,0.3333333333333333
21,70,113,0.3333333333333333
22,80,14,0.3333333333333333
23,80,113,0.3333333333333333
24,80,183,0.3333333333333333
25,130,14,0.3333333333333333
26,130,113,0.3333333333333333
27,130,251,0.3333333333333333
28,220,14,0.3333333333333333
29,220,113,0.3333333333333333
30,220,251,0.3333333333333333
31,240,14,0.3333333333333333
32,240,113,0.3333333333333333
33,240,183,0.3333333333333333
34,280,14,0.3333333333333333
35,280,113,0.3333333333333333
36,280,251,0.3333333333333333
37,300,113,0.3333333333333333
38,300,183,0.3333333333333333
39,300,337,0.3333333333333333
40,320,14,0.3333333333333333
41,320,113,0.3333333333333333
42,320,183,0.3333333333333333
43,340,14,0.3333333333333333
44,340,113,0.3333333333333333
45,340,260,0.3333333333333333
46,360,14,0.3333333333333333
47,360,113,0.3333333333333333
48,360,183,0.3333333333333333
49,380,14,0.3333333333333333
50,380,113,0.3333333333333333
51,380,251,0.3333333333333333
52,400,108,0.3333333333333333
53,400,224,0.3333333333333333
54,400,260,0.3333333333333333
55,420,14,0.3333333333333333
56,420,113,0.3333333333333333
57,420,251,0.3333333333333333
58,440,113,0.3333333333333333
59,440,114,0.3333333333333333
60,440,183,0.3333333333333333
61,500,61,0.3333333333333333
62,500,113,0.3333333333333333
63,500,339,0.3333333333333333
64,550,61,0.3333333333333333
65,550,113,0.3333333333333333
66,550,339,0.3333333333333333
67,570,114,0.3333333333333333
68,570,176,0.3333333333333333
69,570,281,0.3333333333333333
70,620,61,0.3333333333333333
71,620,108,0.3333333333333333
72,620,224,0.3333333333333333
73,630,14,0.3333333333333333
74,630,61,0.3333333333333333
75,630,114,0.3333333333333333
76,730,113,0.3333333333333333
77,730,183,0.3333333333333333
78,730,256,0.3333333333333333
79,1002,107,0.3333333333333333
80,1002,141,0.3333333333333333
81,1002,183,0.3333333333333333
82,1200,14,0.3333333333333333
83,1200,113,0.3333333333333333
84,1200,337,0.3333333333333333
85,1250,61,0.3333333333333333
86,1250,113,0.3333333333333333
87,1250,339,0.3333333333333333
88,1300,14,0.3333333333333333
89,1300,74,0.3333333333333333
90,1300,113,0.3333333333333333
91,1500,141,0.3333333333333333
92,1500,246,0.3333333333333333
93,1500,281,0.3333333333333333
94,1510,130,0.3333333333333333
95,1510,141,0.3333333333333333
96,1510,281,0.3333333333333333
97,1520,141,0.3333333333333333
98,1520,183,0.3333333333333333
99,1520,281,0.3333333333333333
100,1530,141,0.3333333333333333
101,1530,246,0.3333333333333333
102,1530,281,0.3333333333333333
103,1600,191,0.3333333333333333
104,1600,259,0.3333333333333333
105,1600,281,0.3333333333333333
106,1610,11,0.3333333333333333
107,1610,251,0.3333333333333333
108,1610,281,0.3333333333333333
109,1630,104,0.3333333333333333
110,1630,281,0.3333333333333333
111,1630,313,0.3333333333333333
112,1640,59,0.3333333333333333
113,1640,281,0.3333333333333333
114,1640,313,0.3333333333333333
115,1670,259,0.3333333333333333
116,1670,281,0.3333333333333333
117,1670,293,0.3333333333333333
118,1690,11,0.3333333333333333
119,1690,271,0.3333333333333333
120,1690,281,0.3333333333333333
121,1700,59,0.3333333333333333
122,1700,108,0.3333333333333333
123,1700,244,0.3333333333333333
124,1840,22,0.3333333333333333
125,1840,114,0.3333333333333333
126,1840,320,0.3333333333333333
127,1900,246,0.3333333333333333
128,1900,251,0.3333333333333333
129,1900,281,0.3333333333333333
130,1930,104,0.3333333333333333
131,1930,201,0.3333333333333333
132,1930,244,0.3333333333333333
133,2100,14,0.3333333333333333
134,2100,108,0.3333333333333333
135,2100,244,0.3333333333333333
136,2200,14,0.3333333333333333
137,2200,59,0.3333333333333333
138,2200,113,0.3333333333333333
139,2210,14,0.3333333333333333
140,2210,113,0.3333333333333333
141,2210,256,0.3333333333333333
142,2270,14,0.3333333333333333
143,2270,59,0.3333333333333333
144,2270,113,0.3333333333333333
145,2280,14,0.3333333333333333
146,2280,59,0.3333333333333333
147,2280,113,0.3333333333333333
148,2290,14,0.3333333333333333
149,2290,59,0.3333333333333333
150,2290,113,0.3333333333333333
151,2300,14,0.3333333333333333
152,2300,59,0.3333333333333333
153,2300,113,0.3333333333333333
154,2310,14,0.3333333333333333
155,2310,59,0.3333333333333333
156,2310,113,0.3333333333333333
157,2320,14,0.3333333333333333
158,2320,59,0.3333333333333333
159,2320,113,0.3333333333333333
160,2330,14,0.3333333333333333
161,2330,59,0.3333333333333333
162,2330,113,0.3333333333333333
163,2340,14,0.3333333333333333
164,2340,113,0.3333333333333333
165,2340,256,0.3333333333333333
166,2350,14,0.3333333333333333
167,2350,66,0.3333333333333333
168,2350,113,0.3333333333333333
169,2360,14,0.3333333333333333
170,2360,59,0.3333333333333333
171,2360,113,0.3333333333333333
172,2370,14,0.3333333333333333
173,2370,59,0.3333333333333333
174,2370,113,0.3333333333333333
175,2390,14,0.3333333333333333
176,2390,59,0.3333333333333333
177,2390,113,0.3333333333333333
178,2400,14,0.3333333333333333
179,2400,141,0.3333333333333333
180,2400,183,0.3333333333333333
181,2450,14,0.3333333333333333
182,2450,113,0.3333333333333333
183,2450,183,0.3333333333333333
184,2500,14,0.3333333333333333
185,2500,251,0.3333333333333333
186,2500,305,0.3333333333333333
187,2520,49,0.3333333333333333
188,2520,141,0.3333333333333333
189,2520,260,0.3333333333333333
190,2590,14,0.3333333333333333
191,2590,113,0.3333333333333333
192,2590,251,0.3333333333333333
193,2600,72,0.3333333333333333
194,2600,244,0.3333333333333333
195,2600,319,0.3333333333333333
196,2610,14,0.3333333333333333
197,2610,201,0.3333333333333333
198,2610,334,0.3333333333333333
199,2620,14,0.3333333333333333
200,2620,113,0.3333333333333333
201,2620,337,0.3333333333333333
202,2630,14,0.3333333333333333
203,2630,113,0.3333333333333333
204,2630,337,0.3333333333333333
205,2640,14,0.3333333333333333
206,2640,113,0.3333333333333333
207,2640,337,0.3333333333333333
208,2710,14,0.3333333333333333
209,2710,246,0.3333333333333333
210,2710,281,0.3333333333333333
211,2720,14,0.3333333333333333
212,2720,141,0.3333333333333333
213,2720,281,0.3333333333333333
214,2780,14,0.3333333333333333
215,2780,256,0.3333333333333333
216,2780,259,0.3333333333333333
217,2800,259,0.3333333333333333
218,2800,271,0.3333333333333333
219,2800,281,0.3333333333333333
220,2810,259,0.3333333333333333
221,2810,271,0.3333333333333333
222,2810,281,0.3333333333333333
223,2820,251,0.3333333333333333
224,2820,259,0.3333333333333333
225,2820,271,0.3333333333333333
226,2840,259,0.3333333333333333
227,2840,271,0.3333333333333333
228,2840,281,0.3333333333333333
229,2850,259,0.3333333333333333
230,2850,271,0.3333333333333333
231,2850,281,0.3333333333333333
232,2870,251,0.3333333333333333
233,2870,259,0.3333333333333333
234,2870,271,0.3333333333333333
235,2900,191,0.3333333333333333
236,2900,259,0.3333333333333333
237,2900,281,0.3333333333333333
238,2910,191,0.3333333333333333
239,2910,259,0.3333333333333333
240,2910,281,0.3333333333333333
241,2920,191,0.3333333333333333
242,2920,259,0.3333333333333333
243,2920,281,0.3333333333333333
244,2990,82,0.3333333333333333
245,2990,183,0.3333333333333333
246,2990,228,0.3333333333333333
247,3010,183,0.5
248,3010,228,0.5
249,3020,14,0.3333333333333333
250,3020,113,0.3333333333333333
251,3020,334,0.3333333333333333
252,3050,197,0.3333333333333333
253,3050,228,0.3333333333333333
254,3050,259,0.3333333333333333
255,3130,246,0.3333333333333333
256,3130,281,0.3333333333333333
257,3130,337,0.3333333333333333
258,3170,244,0.3333333333333333
259,3170,281,0.3333333333333333
260,3170,313,0.3333333333333333
261,3230,251,0.3333333333333333
262,3230,271,0.3333333333333333
263,3230,281,0.3333333333333333
264,3260,17,0.3333333333333333
265,3260,49,0.3333333333333333
266,3260,224,0.3333333333333333
267,3270,14,0.3333333333333333
268,3270,113,0.3333333333333333
269,3270,256,0.3333333333333333
270,3330,49,0.3333333333333333
271,3330,165,0.3333333333333333
272,3330,224,0.3333333333333333
273,3410,14,0.3333333333333333
274,3410,24,0.3333333333333333
275,3410,49,0.3333333333333333
276,3480,24,0.3333333333333333
277,3480,49,0.3333333333333333
278,3480,224,0.3333333333333333
279,3483,49,0.3333333333333333
280,3483,114,0.3333333333333333
281,3483,224,0.3333333333333333
282,3490,49,1.0
283,3500,49,0.5
284,3500,134,0.5
285,3510,49,0.3333333333333333
286,3510,134,0.3333333333333333
287,3510,224,0.3333333333333333
288,3520,49,0.5
289,3520,134,0.5
290,3530,49,0.3333333333333333
291,3530,134,0.3333333333333333
292,3530,224,0.3333333333333333
293,3540,49,0.3333333333333333
294,3540,224,0.3333333333333333
295,3540,260,0.3333333333333333
296,3560,49,0.3333333333333333
297,3560,165,0.3333333333333333
298,3560,281,0.3333333333333333
299,3570,49,0.5
300,3570,134,0.5
301,3580,49,0.5
302,3580,134,0.5
303,3590,281,0.3333333333333333
304,3590,307,0.3333333333333333
305,3590,339,0.3333333333333333
306,3600,49,0.3333333333333333
307,3600,134,0.3333333333333333
308,3600,224,0.3333333333333333
309,3610,49,0.5
310,3610,134,0.5
311,3620,14,0.3333333333333333
312,3620,49,0.3333333333333333
313,3620,165,0.3333333333333333
314,3700,14,0.3333333333333333
315,3700,263,0.3333333333333333
316,3700,278,0.3333333333333333
317,3710,14,0.3333333333333333
318,3710,108,0.3333333333333333
319,3710,113,0.3333333333333333
320,3720,29,0.3333333333333333
321,3720,281,0.3333333333333333
322,3720,321,0.3333333333333333
323,3730,14,0.3333333333333333
324,3730,59,0.3333333333333333
325,3730,113,0.3333333333333333
326,3800,14,0.3333333333333333
327,3800,251,0.3333333333333333
328,3800,280,0.3333333333333333
329,3810,14,0.3333333333333333
